Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
43,No,Travel_Rarely,920,Research & Development,3,Bachelor,Life Sciences,Male,Research Director,Very High,Married,19740,3,No,14,Excellent,25,8,7,7
49,No,Travel_Rarely,1098,Research & Development,4,College,Medical,Male,Manager,High,Married,18711,2,No,13,Excellent,23,1,0,0
36,No,Travel_Frequently,469,Research & Development,3,Bachelor,Technical Degree,Male,Research Scientist,Medium,Married,3692,1,No,12,Excellent,12,11,10,7
48,No,Travel_Rarely,969,Research & Development,2,College,Technical Degree,Male,Laboratory Technician,Medium,Single,2559,5,No,11,Excellent,7,1,0,0
27,No,Travel_Rarely,1167,Research & Development,4,College,Life Sciences,Male,Research Scientist,High,Divorced,2517,1,No,11,Excellent,5,5,3,3
29,No,Travel_Rarely,1329,Research & Development,7,Bachelor,Life Sciences,Male,Healthcare Representative,Very High,Divorced,6623,1,Yes,11,Excellent,6,6,0,0
48,No,Travel_Rarely,715,Research & Development,1,Bachelor,Life Sciences,Male,Research Director,Very High,Single,18265,6,No,12,Excellent,25,1,0,0
29,No,Travel_Rarely,694,Research & Development,1,Bachelor,Life Sciences,Female,Research Director,Very High,Divorced,16124,3,No,14,Excellent,9,7,7,7
34,No,Travel_Rarely,1320,Research & Development,20,Bachelor,Technical Degree,Female,Research Scientist,High,Married,2585,0,No,17,Excellent,2,1,0,0
44,No,Travel_Rarely,1099,Sales,5,Bachelor,Marketing,Male,Manager,Medium,Married,18213,7,No,11,Excellent,26,22,9,10
33,No,Travel_Rarely,536,Sales,10,Doctor,Marketing,Male,Sales Executive,High,Divorced,8380,0,Yes,14,Excellent,10,9,8,8
19,No,Travel_Rarely,265,Research & Development,25,Bachelor,Life Sciences,Female,Research Scientist,Very High,Single,2994,1,Yes,12,Excellent,1,1,0,1
23,No,Travel_Rarely,373,Research & Development,1,College,Life Sciences,Male,Research Scientist,High,Married,1223,1,No,22,Outstanding,1,1,0,1
25,Yes,Travel_Frequently,599,Sales,24,Below College,Life Sciences,Male,Sales Representative,Very High,Single,1118,1,Yes,14,Excellent,1,1,0,0
26,No,Travel_Rarely,583,Research & Development,4,College,Life Sciences,Male,Research Scientist,Very High,Single,2875,1,Yes,20,Outstanding,8,8,5,2
45,Yes,Travel_Rarely,1449,Sales,2,Bachelor,Marketing,Female,Manager,Medium,Single,18824,2,Yes,16,Excellent,26,24,10,11
55,No,Non-Travel,177,Research & Development,8,Below College,Medical,Male,Healthcare Representative,Medium,Divorced,13577,1,Yes,15,Excellent,34,33,9,0
21,Yes,Travel_Frequently,251,Research & Development,10,College,Life Sciences,Female,Laboratory Technician,High,Single,2625,1,No,20,Outstanding,2,2,2,2
46,No,Travel_Rarely,168,Sales,4,College,Marketing,Female,Manager,Medium,Married,18789,2,No,14,Excellent,26,11,4,8
34,No,Travel_Rarely,131,Sales,2,Bachelor,Marketing,Female,Sales Executive,Low,Single,4538,0,Yes,12,Excellent,4,3,2,2
51,No,Travel_Frequently,237,Sales,9,Bachelor,Life Sciences,Male,Manager,Medium,Divorced,19847,4,Yes,24,Outstanding,31,29,10,10
59,No,Travel_Rarely,1429,Research & Development,18,Master,Medical,Male,Manufacturing Director,Very High,Single,10512,6,No,12,Excellent,25,9,7,4
34,No,Travel_Frequently,135,Research & Development,19,Bachelor,Medical,Female,Laboratory Technician,Medium,Divorced,4444,4,No,13,Excellent,15,11,8,10
28,No,Travel_Frequently,791,Research & Development,1,Master,Medical,Male,Laboratory Technician,High,Single,2154,0,Yes,11,Excellent,5,4,2,2
44,No,Travel_Rarely,1199,Research & Development,4,College,Life Sciences,Male,Manager,Low,Divorced,19190,1,No,14,Excellent,26,25,9,13
34,No,Travel_Frequently,648,Human Resources,11,Bachelor,Life Sciences,Male,Human Resources,Medium,Married,4490,4,No,11,Excellent,14,10,9,8
35,No,Travel_Rarely,735,Research & Development,6,Below College,Life Sciences,Male,Research Scientist,High,Married,3506,0,Yes,14,Excellent,4,3,2,2
42,No,Travel_Rarely,603,Research & Development,7,Master,Medical,Female,Research Scientist,Medium,Married,2372,6,Yes,16,Excellent,18,1,0,0
43,No,Travel_Rarely,531,Sales,4,Master,Marketing,Female,Sales Executive,Very High,Single,10231,3,No,14,Excellent,23,21,7,17
36,No,Travel_Rarely,429,Research & Development,2,Master,Life Sciences,Female,Manufacturing Director,Medium,Single,5410,9,Yes,11,Excellent,18,16,14,12
44,Yes,Travel_Rarely,621,Research & Development,15,Bachelor,Medical,Female,Healthcare Representative,Very High,Married,7978,1,No,11,Excellent,10,10,7,5
28,No,Travel_Frequently,193,Research & Development,2,Bachelor,Life Sciences,Male,Laboratory Technician,Very High,Married,3867,1,Yes,12,Excellent,2,2,2,2
51,No,Travel_Frequently,968,Research & Development,6,College,Medical,Female,Laboratory Technician,High,Single,2838,0,No,14,Excellent,8,7,0,7
30,No,Non-Travel,879,Research & Development,9,College,Medical,Female,Manufacturing Director,High,Single,4695,7,Yes,18,Excellent,10,8,4,7
29,Yes,Travel_Rarely,806,Research & Development,7,Bachelor,Technical Degree,Female,Laboratory Technician,High,Divorced,3339,3,Yes,13,Excellent,10,7,7,7
28,No,Travel_Rarely,640,Research & Development,1,Bachelor,Technical Degree,Male,Research Scientist,Low,Single,2080,2,No,11,Excellent,5,3,2,2
25,No,Travel_Rarely,266,Research & Development,1,Bachelor,Medical,Female,Research Scientist,Medium,Single,2096,1,No,18,Excellent,2,2,2,1
32,No,Travel_Rarely,604,Sales,8,Bachelor,Medical,Male,Sales Executive,Very High,Married,6209,1,No,15,Excellent,10,10,7,8
45,No,Travel_Frequently,364,Research & Development,25,Bachelor,Medical,Female,Manager,Medium,Single,18061,3,No,22,Outstanding,22,0,0,0
39,No,Travel_Rarely,412,Research & Development,13,Master,Medical,Female,Manager,Medium,Divorced,17123,6,Yes,13,Excellent,21,19,9,2
58,No,Travel_Rarely,848,Research & Development,23,Master,Life Sciences,Male,Research Scientist,High,Divorced,2372,1,No,12,Excellent,2,2,2,2
32,Yes,Travel_Rarely,1089,Research & Development,7,College,Life Sciences,Male,Laboratory Technician,High,Married,4883,1,No,18,Excellent,10,10,4,1
39,Yes,Travel_Rarely,360,Research & Development,23,Bachelor,Medical,Male,Research Scientist,Low,Single,3904,0,No,13,Excellent,6,5,2,3
30,No,Travel_Rarely,1138,Research & Development,6,Bachelor,Technical Degree,Female,Laboratory Technician,Very High,Married,4627,0,No,12,Excellent,10,9,2,7
36,No,Travel_Rarely,325,Research & Development,10,Master,Technical Degree,Female,Healthcare Representative,High,Married,7094,3,No,12,Excellent,10,7,7,7
46,No,Travel_Rarely,991,Human Resources,1,College,Life Sciences,Female,Human Resources,Low,Single,3423,6,No,12,Excellent,10,7,6,7
28,No,Non-Travel,1476,Research & Development,1,Bachelor,Life Sciences,Female,Laboratory Technician,Very High,Married,6674,0,No,11,Excellent,10,9,8,5
50,No,Travel_Rarely,1322,Research & Development,28,Bachelor,Life Sciences,Female,Research Director,Low,Married,16880,4,Yes,11,Excellent,25,3,2,2
40,Yes,Travel_Rarely,299,Sales,25,Master,Marketing,Male,Sales Executive,Medium,Single,9094,2,Yes,12,Excellent,9,5,4,0
52,Yes,Travel_Rarely,1030,Sales,5,Bachelor,Life Sciences,Male,Sales Executive,Medium,Single,8446,9,Yes,19,Excellent,10,8,7,7
30,No,Travel_Rarely,634,Research & Development,17,Master,Medical,Female,Manager,Low,Married,11916,1,Yes,23,Outstanding,9,9,1,8
39,No,Travel_Rarely,524,Research & Development,18,College,Life Sciences,Male,Manufacturing Director,High,Single,4534,0,No,11,Excellent,9,8,7,7
31,No,Non-Travel,587,Sales,2,Master,Life Sciences,Female,Sales Executive,High,Divorced,9852,1,Yes,19,Excellent,10,10,8,6
41,No,Non-Travel,256,Sales,10,College,Medical,Male,Sales Executive,Medium,Single,6151,1,No,13,Excellent,19,19,2,9
31,Yes,Travel_Frequently,1060,Sales,1,Bachelor,Life Sciences,Female,Sales Representative,Medium,Single,2302,1,Yes,11,Excellent,3,3,2,2
44,Yes,Travel_Rarely,935,Research & Development,3,Bachelor,Life Sciences,Male,Laboratory Technician,Low,Married,2362,4,No,12,Excellent,10,3,2,2
42,No,Non-Travel,495,Research & Development,2,Below College,Life Sciences,Male,Manager,High,Married,17861,0,Yes,13,Excellent,21,20,8,10
55,No,Travel_Rarely,282,Research & Development,2,College,Medical,Female,Manager,High,Married,19187,4,No,14,Excellent,23,19,9,11
56,No,Travel_Rarely,206,Human Resources,8,Master,Life Sciences,Male,Manager,Medium,Single,19717,6,No,14,Excellent,36,7,3,7
40,No,Non-Travel,458,Research & Development,16,College,Life Sciences,Male,Research Scientist,High,Divorced,3544,9,No,16,Excellent,6,4,2,0
34,No,Travel_Rarely,943,Research & Development,9,Bachelor,Life Sciences,Male,Healthcare Representative,Very High,Divorced,8500,0,No,11,Excellent,10,9,7,6
40,No,Travel_Rarely,523,Research & Development,2,Bachelor,Life Sciences,Male,Research Scientist,Very High,Single,4661,1,No,13,Excellent,9,9,8,8
41,No,Travel_Frequently,1018,Sales,1,Bachelor,Marketing,Female,Sales Executive,Low,Divorced,4103,0,No,17,Excellent,10,9,3,7
35,No,Travel_Frequently,482,Research & Development,4,Master,Life Sciences,Male,Research Scientist,High,Single,4249,1,Yes,11,Excellent,9,9,6,1
51,No,Travel_Rarely,770,Human Resources,5,Bachelor,Life Sciences,Male,Manager,Medium,Divorced,14026,1,Yes,11,Excellent,33,33,9,10
38,No,Travel_Rarely,1009,Sales,2,College,Life Sciences,Female,Sales Executive,Low,Divorced,6893,3,No,15,Excellent,11,7,7,7
34,No,Travel_Rarely,507,Sales,15,College,Medical,Female,Sales Executive,Low,Single,6125,1,No,12,Excellent,10,10,8,6
25,No,Travel_Rarely,882,Research & Development,19,Below College,Medical,Male,Laboratory Technician,Very High,Married,3669,3,No,11,Excellent,7,3,2,2
58,Yes,Travel_Rarely,601,Research & Development,7,Master,Medical,Female,Manufacturing Director,Low,Married,10008,7,Yes,14,Excellent,31,10,9,9
40,No,Travel_Rarely,329,Research & Development,1,Master,Life Sciences,Male,Laboratory Technician,Medium,Married,2387,3,No,22,Outstanding,7,4,2,3
36,No,Travel_Frequently,607,Sales,7,Bachelor,Marketing,Female,Sales Executive,Low,Married,4639,2,No,16,Excellent,17,15,7,13
48,No,Travel_Rarely,855,Research & Development,4,Bachelor,Life Sciences,Male,Manufacturing Director,Very High,Single,7898,1,No,11,Excellent,11,10,9,8
27,No,Travel_Rarely,1291,Sales,11,Bachelor,Medical,Female,Sales Representative,Very High,Married,2534,8,No,14,Excellent,5,1,0,0
51,No,Travel_Rarely,1405,Research & Development,11,College,Technical Degree,Female,Manufacturing Director,Medium,Single,13142,3,No,16,Excellent,29,5,2,3
18,No,Non-Travel,1124,Research & Development,1,Bachelor,Life Sciences,Female,Laboratory Technician,Very High,Single,1611,1,No,15,Excellent,0,0,0,0
35,No,Travel_Rarely,817,Research & Development,1,Bachelor,Medical,Female,Laboratory Technician,Very High,Married,5363,0,No,12,Excellent,10,9,7,0
27,No,Travel_Frequently,793,Sales,2,Below College,Life Sciences,Male,Sales Executive,Very High,Single,5071,3,No,20,Outstanding,8,6,2,0
55,Yes,Travel_Rarely,267,Sales,13,Master,Marketing,Male,Sales Executive,High,Single,13695,6,Yes,17,Excellent,24,19,7,8
56,No,Travel_Rarely,1369,Research & Development,23,Bachelor,Life Sciences,Male,Manufacturing Director,Medium,Married,13402,4,Yes,12,Excellent,33,19,16,9
34,No,Non-Travel,999,Research & Development,26,Below College,Technical Degree,Female,Research Scientist,High,Divorced,2029,1,No,20,Outstanding,5,5,4,0
40,No,Travel_Rarely,1202,Research & Development,2,Below College,Medical,Female,Healthcare Representative,High,Divorced,6377,5,No,20,Outstanding,15,12,11,8
34,No,Travel_Rarely,285,Research & Development,29,Bachelor,Medical,Male,Laboratory Technician,High,Married,5429,4,No,13,Excellent,10,8,7,7
31,Yes,Travel_Frequently,703,Sales,2,Bachelor,Life Sciences,Female,Sales Representative,Very High,Single,2785,7,No,14,Excellent,3,1,0,0
35,Yes,Travel_Frequently,662,Sales,18,Master,Marketing,Female,Sales Executive,High,Married,4614,0,Yes,18,Excellent,5,4,2,2
38,No,Travel_Frequently,693,Research & Development,7,Bachelor,Life Sciences,Male,Research Scientist,High,Divorced,2610,1,No,11,Excellent,4,4,2,3
34,No,Travel_Rarely,404,Research & Development,2,Master,Technical Degree,Female,Healthcare Representative,Very High,Single,6687,1,No,11,Excellent,14,14,11,11
28,No,Travel_Rarely,736,Sales,26,Bachelor,Life Sciences,Male,Sales Executive,Low,Married,4724,1,No,11,Excellent,5,5,3,4
31,Yes,Travel_Rarely,330,Research & Development,22,Master,Medical,Male,Manufacturing Director,High,Married,6179,1,Yes,15,Excellent,10,10,2,7
39,No,Travel_Rarely,1498,Sales,21,Master,Life Sciences,Male,Sales Executive,Very High,Married,6120,3,Yes,12,Excellent,8,5,4,4
51,No,Travel_Frequently,541,Sales,2,Bachelor,Marketing,Male,Sales Executive,Medium,Married,10596,2,No,11,Excellent,14,4,2,2
41,No,Travel_Frequently,1200,Research & Development,22,Bachelor,Life Sciences,Female,Research Scientist,Very High,Divorced,5467,3,Yes,14,Excellent,12,6,2,3
37,No,Travel_Rarely,1439,Research & Development,4,Below College,Life Sciences,Male,Research Scientist,High,Married,2996,7,Yes,15,Excellent,8,6,4,3
33,No,Travel_Frequently,1111,Sales,5,Below College,Life Sciences,Male,Sales Executive,Very High,Married,9998,6,No,13,Excellent,8,5,4,2
32,No,Travel_Rarely,499,Sales,2,Below College,Marketing,Male,Sales Executive,Medium,Married,4078,0,Yes,13,Excellent,4,3,2,2
39,No,Non-Travel,1485,Research & Development,25,College,Life Sciences,Male,Healthcare Representative,High,Married,10920,3,No,21,Outstanding,13,6,4,5
25,No,Travel_Rarely,1372,Sales,18,Below College,Life Sciences,Male,Sales Executive,High,Married,6232,2,No,11,Excellent,6,3,2,2
52,No,Travel_Frequently,322,Research & Development,28,College,Medical,Female,Manufacturing Director,High,Married,13247,2,Yes,11,Excellent,24,5,3,2
43,No,Travel_Rarely,930,Research & Development,6,Bachelor,Medical,Female,Research Scientist,High,Single,4081,1,Yes,14,Excellent,20,20,7,8
27,No,Travel_Rarely,205,Sales,10,Bachelor,Marketing,Female,Sales Executive,Very High,Married,5769,1,Yes,11,Excellent,6,6,2,4
27,Yes,Travel_Rarely,135,Research & Development,17,Master,Life Sciences,Female,Research Scientist,High,Single,2394,1,Yes,13,Excellent,8,8,2,7
26,No,Travel_Rarely,683,Research & Development,2,Below College,Medical,Male,Research Scientist,Very High,Single,3904,0,No,12,Excellent,5,4,3,1
42,No,Travel_Rarely,1147,Human Resources,10,Bachelor,Human Resources,Female,Manager,Low,Married,16799,0,No,14,Excellent,21,20,7,9
52,No,Travel_Rarely,258,Research & Development,8,Master,Other,Female,Laboratory Technician,Low,Married,2950,9,No,13,Excellent,12,5,4,4
37,No,Travel_Rarely,1462,Research & Development,11,Bachelor,Medical,Female,Laboratory Technician,High,Single,3629,4,No,18,Excellent,8,3,2,2
35,No,Travel_Frequently,200,Research & Development,18,College,Life Sciences,Male,Manufacturing Director,Very High,Single,9362,2,No,11,Excellent,10,2,2,2
25,No,Travel_Rarely,949,Research & Development,1,Bachelor,Technical Degree,Male,Laboratory Technician,Very High,Married,3229,4,No,11,Excellent,7,3,2,2
26,No,Travel_Rarely,652,Research & Development,7,Bachelor,Other,Male,Laboratory Technician,Low,Single,3578,0,No,12,Excellent,8,7,7,7
29,No,Travel_Rarely,332,Human Resources,17,Bachelor,Other,Male,Human Resources,Low,Single,7988,1,No,13,Excellent,10,10,9,9
49,Yes,Travel_Frequently,1475,Research & Development,28,College,Life Sciences,Male,Laboratory Technician,Low,Single,4284,3,No,20,Outstanding,20,4,3,3
29,Yes,Travel_Frequently,337,Research & Development,14,Below College,Other,Female,Healthcare Representative,Very High,Single,7553,0,Yes,12,Excellent,9,8,7,7
54,No,Travel_Rarely,971,Research & Development,1,Bachelor,Medical,Female,Research Director,Very High,Single,17328,6,No,19,Excellent,29,20,7,7
58,No,Travel_Rarely,1055,Research & Development,1,Bachelor,Medical,Female,Research Director,Low,Married,19701,3,Yes,21,Outstanding,32,9,8,5
55,No,Travel_Rarely,1136,Research & Development,1,Master,Medical,Male,Research Director,Very High,Divorced,14732,2,No,13,Excellent,31,7,7,0
36,No,Travel_Rarely,1174,Sales,3,Master,Marketing,Female,Sales Executive,Medium,Single,9278,3,Yes,16,Excellent,15,5,4,1
31,Yes,Travel_Frequently,667,Sales,1,Master,Life Sciences,Female,Sales Representative,High,Single,1359,1,No,12,Excellent,1,1,0,0
30,No,Travel_Rarely,855,Sales,7,Master,Marketing,Female,Sales Executive,Low,Divorced,4779,7,No,14,Excellent,8,3,2,2
31,No,Travel_Rarely,182,Research & Development,8,Doctor,Life Sciences,Female,Research Director,Medium,Single,16422,3,No,11,Excellent,9,3,2,0
34,No,Travel_Frequently,560,Research & Development,1,Master,Other,Male,Research Scientist,Low,Divorced,2996,5,No,14,Excellent,10,4,3,3
31,Yes,Travel_Rarely,202,Research & Development,8,Bachelor,Life Sciences,Female,Research Scientist,Medium,Single,1261,1,No,12,Excellent,1,1,0,0
27,No,Travel_Rarely,1377,Research & Development,11,Below College,Life Sciences,Male,Laboratory Technician,Low,Married,2099,0,No,14,Excellent,6,5,0,4
36,No,Travel_Rarely,172,Research & Development,4,Master,Life Sciences,Male,Laboratory Technician,Very High,Single,5810,1,No,16,Excellent,10,10,4,8
36,No,Travel_Rarely,329,Sales,16,Master,Marketing,Female,Sales Executive,Low,Married,5647,4,No,13,Excellent,11,3,2,2
47,No,Travel_Rarely,465,Research & Development,1,Bachelor,Technical Degree,Male,Research Scientist,Very High,Married,3420,7,No,12,Excellent,17,6,5,2
25,Yes,Travel_Rarely,383,Sales,9,College,Life Sciences,Male,Sales Representative,Low,Married,4400,3,No,12,Excellent,6,3,2,2
37,No,Non-Travel,1413,Research & Development,5,College,Technical Degree,Male,Laboratory Technician,High,Single,3500,0,No,14,Excellent,7,6,5,3
56,No,Travel_Rarely,1255,Research & Development,1,College,Life Sciences,Female,Research Scientist,Low,Married,2066,2,No,22,Outstanding,5,3,2,0
47,No,Travel_Rarely,359,Research & Development,2,Master,Medical,Female,Research Director,High,Married,17169,3,No,19,Excellent,26,20,17,6
24,No,Travel_Rarely,1476,Sales,4,Below College,Medical,Female,Sales Executive,High,Married,4162,1,Yes,12,Excellent,5,5,4,3
32,No,Travel_Rarely,601,Sales,7,Doctor,Marketing,Male,Sales Executive,Very High,Married,9204,4,No,12,Excellent,7,4,3,3
34,No,Travel_Rarely,401,Research & Development,1,Bachelor,Life Sciences,Female,Laboratory Technician,Medium,Married,3294,5,No,17,Excellent,7,5,4,2
41,No,Travel_Rarely,1283,Research & Development,5,Doctor,Medical,Male,Research Scientist,High,Married,2127,2,Yes,12,Excellent,7,4,2,3
40,No,Non-Travel,663,Research & Development,9,Master,Other,Male,Laboratory Technician,High,Divorced,3975,3,No,11,Excellent,11,8,7,7
31,No,Travel_Rarely,326,Sales,8,College,Life Sciences,Male,Sales Executive,Very High,Divorced,10793,1,No,18,Excellent,13,13,7,9
